,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
29908,24327117,일진체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42130,원주시,4213062000,태장2동,4213011200.0,태장동,4213011200213740001,1,대지,1374,1.0,강원도 원주시 태장동 1374-1,421304457690,강원도 원주시 흥양로51번길,1,,4213011200113740001014837,,강원도 원주시 흥양로51번길 1,220120,26316.0,2,,,127.952556978652,37.3839888205398
33697,16974621,피트니스원,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42150,강릉시,4215066500,경포동,4215013200.0,지변동,4215013200206700000,1,대지,670,,강원도 강릉시 지변동 670,421503220002,강원도 강릉시 경포로,33,11.0,4215013200106700000000001,,강원도 강릉시 경포로 33-11,210320,25465.0,,,,128.878463827068,37.7728184828299
33788,16974481,올림픽스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42150,강릉시,4215055000,교1동,4215011000.0,교동,4215011000212120016,1,대지,1212,16.0,강원도 강릉시 교동 1212-16,421503220002,강원도 강릉시 경포로,72,3.0,4215011000112120016000001,,강원도 강릉시 경포로 72-3,210924,25493.0,,3,,128.88229962081,37.7717896932798
34876,11854322,합기도김현체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42150,강릉시,4215057200,포남2동,4215011100.0,포남동,4215011100210810009,1,대지,1081,9.0,강원도 강릉시 포남동 1081-9,421504460012,강원도 강릉시 가작로303번길,2,,4215011100110810009004560,,강원도 강릉시 가작로303번길 2,210110,25486.0,2,2,,128.908784909027,37.7711559256664
35314,12040007,유사나헬스사이언스개봉,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42170,동해시,4217051000,천곡동,4217010100.0,천곡동,4217010100207940000,1,대지,794,,강원도 동해시 천곡동 794,421703221044,강원도 동해시 천곡로,15,,4217010100007940000001342,한양3차아파트,강원도 동해시 천곡로 15,240734,25757.0,,1,,129.106520392001,37.527143965028
35638,22288077,비호체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42820,고성군,4282025000,간성읍,4282025022.0,간성읍,4282025022202290001,1,대지,229,1.0,강원도 고성군 간성읍 신안리 229-1,428204502010,강원도 고성군 간성읍 간성로39번길,8,,4282025022102300000001465,비호체육관,강원도 고성군 간성읍 간성로39번길 8,219803,24736.0,,1,,128.470344596958,38.3783596755045
36770,16742574,빅토리짐,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42780,철원군,4278025600,갈말읍,4278025621.0,갈말읍,4278025621209920001,1,대지,992,1.0,강원도 철원군 갈말읍 신철원리 992-1,427803230012,강원도 철원군 갈말읍 명성로,184,,4278025621109920001034233,대원본가,강원도 철원군 갈말읍 명성로 184,269805,24038.0,,,,127.308174905847,38.1479146371137
36850,21632344,강원태권도체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,,,42,강원도,42190,태백시,4219051500,황지동,4219010100.0,황지동,4219010100200740125,1,대지,74,125.0,강원도 태백시 황지동 74-125,421903000156,강원도 태백시 태백로,1014,,4219010100100740125004620,육성빌라,강원도 태백시 태백로 1014,235800,26014.0,,2,,128.993765068988,37.1671755362538
37888,21616868,엠에스스크린골프존,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42150,강릉시,4215064500,성덕동,4215012500.0,입암동,4215012500201380011,1,대지,138,11.0,강원도 강릉시 입암동 138-11,421503220030,강원도 강릉시 월대산로,88,6.0,4215012500101380011000001,,강원도 강릉시 월대산로 88-6,210935,25577.0,,,,128.920218608433,37.7595251452076
38688,21656460,오대정궁도회,,P,스포츠,P03,실외운동시설,P03A14,실외궁도장,,,42,강원도,42760,평창군,4276036000,진부면,4276036021.0,진부면,4276036021207420001,1,대지,742,1.0,강원도 평창군 진부면 하진부리 742-1,427603000145,강원도 평창군 진부면 경강로,3387,26.0,4276036021107400000030828,,강원도 평창군 진부면 경강로 3387-26,232948,25324.0,,1,,128.543725165641,37.6435469546244
38934,28418134,플레잇골프아카데미,,P,스포츠,P03,실외운동시설,P03A05,실외골프연습장,R91136,골프연습장 운영업,42,강원도,42110,춘천시,4211031000,동면,4211031022.0,동면,4211031022202800003,1,대지,280,3.0,강원도 춘천시 동면 만천리 280-3,421103218054,강원도 춘천시 동면 한솔만천로,15,5.0,4211031022102800003001103,,강원도 춘천시 동면 한솔만천로 15-5,200852,24213.0,,3,,127.77428704977,37.8767026367545
39042,21662580,와이골프존,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42760,평창군,4276034000,봉평면,4276034021.0,봉평면,4276034021204030015,1,대지,403,15.0,강원도 평창군 봉평면 창동리 403-15,427604484045,강원도 평창군 봉평면 기풍1길,11,,4276034021104030015000001,,강원도 평창군 봉평면 기풍1길 11,232925,25304.0,,1,,128.376834148478,37.6146251218663
39446,21647850,한성체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42110,춘천시,4211031000,동면,4211031022.0,동면,4211031022208380001,1,대지,838,1.0,강원도 춘천시 동면 만천리 838-1,421104454814,강원도 춘천시 동면 후석로326번길,95,,4211031022108380001000001,,강원도 춘천시 동면 후석로326번길 95,200852,24214.0,,2,,127.759097958263,37.8844033612963
39503,16831695,위너골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42150,강릉시,4215055000,교1동,4215011000.0,교동,4215011000218860012,1,대지,1886,12.0,강원도 강릉시 교동 1886-12,421504460572,강원도 강릉시 솔올로5번길,12,9.0,4215011000118860012000001,,강원도 강릉시 솔올로5번길 12-9,210924,25515.0,,3,,128.876096310742,37.7636096536758
40208,16833064,원짐헬스클럽,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42780,철원군,4278025900,동송읍,4278025921.0,동송읍,4278025921206820001,1,대지,682,1.0,강원도 철원군 동송읍 이평리 682-1,427803230005,강원도 철원군 동송읍 금학로,213,,4278025921106820001023404,야후PC방,강원도 철원군 동송읍 금학로 213,269816,24014.0,,4,,127.218135884735,38.2075972998739
41192,21619373,청봉골프연습장,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42230,삼척시,4223053000,교동,4223010900.0,우지동,4223010900200700000,1,대지,70,,강원도 삼척시 우지동 70,422304472246,강원도 삼척시 우지길,122,18.0,4223010900100990000000001,청봉골프연습장,강원도 삼척시 우지길 122-18,245110,25908.0,,,,129.149535215989,37.4622725357825
42028,14278843,마스타스크린골프연습장,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42130,원주시,4213054200,명륜2동,4213010600.0,명륜동,4213010600208330001,1,대지,833,1.0,강원도 원주시 명륜동 833-1,421304457101,강원도 원주시 남원로469번길,7,,4213010600108330001037220,,강원도 원주시 남원로469번길 7,220948,26482.0,,,,127.942357972041,37.3273314484541
42778,24375620,한국노총강원태백지역지부,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42190,태백시,4219059500,장성동,4219010200.0,장성동,4219010200201500072,1,대지,150,72.0,강원도 태백시 장성동 150-72,421904466075,강원도 태백시 보드미길,40,,4219010200101500072000001,태백시근로자종합복지관,강원도 태백시 보드미길 40,235100,26052.0,,,,129.006867554031,37.1014823776021
42871,25432921,코어척추온동센터,,P,스포츠,P02,실내운동시설,P02A14,스포츠센터,R91131,종합 스포츠시설 운영업,42,강원도,42130,원주시,4213066000,무실동,4213011500.0,무실동,4213011500216610001,1,대지,1661,1.0,강원도 원주시 무실동 1661-1,421303219019,강원도 원주시 만대로,148,,4213011500116610001020734,,강원도 원주시 만대로 148,220150,26385.0,,1,,127.920910576943,37.3346451185783
43105,26313219,영진체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42130,원주시,4213057500,학성동,4213010900.0,학성동,4213010900210610005,1,대지,1061,5.0,강원도 원주시 학성동 1061-5,421303219010,강원도 원주시 남산로,180,,4213010900110610005021975,,강원도 원주시 남산로 180,220963,26417.0,,7,,127.940758800153,37.3520391859952
43377,28292663,공군제8전투비행단지원대,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42130,원주시,4213031000,소초면,4213031022.0,소초면,4213031022200410000,2,산,41,,강원도 원주시 소초면 의관리 41,421303219073,강원도 원주시 소초면 북원로,3223,,4213031022200410000000001,,강원도 원주시 소초면 북원로 3223,220832,26304.0,323,,,127.967172483116,37.4290309161188
44213,16125140,무도화랑관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42800,양구군,4280025000,양구읍,4280025021.0,양구읍,4280025021202020019,1,대지,202,19.0,강원도 양구군 양구읍 상리 202-19,428003232011,강원도 양구군 양구읍 양구새싹로,36,,4280025021002020019004033,양록빌딩,강원도 양구군 양구읍 양구새싹로 36,255804,24542.0,,,,127.98922188255,38.1022709597588
44711,16670922,금호썬라이즈스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42210,속초시,4221054000,금호동,4221010400.0,금호동,4221010400204820018,1,대지,482,18.0,강원도 속초시 금호동 482-18,422103223018,강원도 속초시 청초호반로,291,,4221010400104820018005207,,강원도 속초시 청초호반로 291,217807,24837.0,,2,,128.588976650301,38.2017499266866
45736,16125083,이세형헬스퍼스널트레이닝센터,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211065000,석사동,4211012400.0,석사동,4211012400207960016,1,대지,796,16.0,강원도 춘천시 석사동 796-16,421103218042,강원도 춘천시 퇴계로,201,,4211012400107960016015041,,강원도 춘천시 퇴계로 201,200936,24390.0,,,,127.741049807358,37.8569827621314
46262,16940824,몸수선토탈케어PT샵,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213066000,무실동,4213011000.0,단계동,4213011000208860003,1,대지,886,3.0,강원도 원주시 단계동 886-3,421304457507,강원도 원주시 이화6길,15,,4213011000108860003023744,,강원도 원주시 이화6길 15,220939,26382.0,,1,,127.932560722747,37.3429515868528
46546,16019774,오짐,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213060000,우산동,4213011100.0,우산동,4213011100201760004,1,대지,176,4.0,강원도 원주시 우산동 176-4,421304457195,강원도 원주시 모란1길,69,,4213011100101760004000001,,강원도 원주시 모란1길 69,220955,26406.0,,3,,127.932950462583,37.3615867912223
46755,14316489,충무체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42110,춘천시,4211060000,후평1동,4211012000.0,후평동,4211012000207110000,1,대지,711,,강원도 춘천시 후평동 711,421103218017,강원도 춘천시 삭주로,136,,4211012000107110000032397,,강원도 춘천시 삭주로 136,200959,24254.0,,,,127.745566341542,37.885302953543
47035,14271490,유타짐,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,,,42,강원도,42110,춘천시,4211065000,석사동,4211012400.0,석사동,4211012400207960008,1,대지,796,8.0,강원도 춘천시 석사동 796-8,421103218042,강원도 춘천시 퇴계로,199,,4211012400107960008016648,,강원도 춘천시 퇴계로 199,200936,24390.0,,,,127.740708565666,37.857072114415
47223,16018877,탑스포츠,,P,스포츠,P01,운영관리시설,P01A11,기타경기후원업/경기단체,R91199,그외 기타 스포츠 서비스업,42,강원도,42110,춘천시,4211058000,소양동,4211011600.0,소양로4가,4211011600201150007,1,대지,115,7.0,강원도 춘천시 소양로4가 115-7,421103218033,강원도 춘천시 중앙로,140,,4211011600101150007006485,,강원도 춘천시 중앙로 140,200114,24276.0,A,3,,127.719647276422,37.8759274605397
47242,26124928,러쉬헬스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42150,강릉시,4215055000,교1동,4215011000.0,교동,4215011000218890006,1,대지,1889,6.0,강원도 강릉시 교동 1889-6,421503220038,강원도 강릉시 정원로,44,,4215011000118890006020065,,강원도 강릉시 정원로 44,210100,25515.0,1,5,,128.876853024317,37.7623335851837
47443,24449816,문막체육관,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213025000,문막읍,4213025021.0,문막읍,4213025021202580000,1,대지,258,,강원도 원주시 문막읍 문막리 258,421304457223,강원도 원주시 문막읍 문막시장1길,19,,4213025021102580000025625,,강원도 원주시 문막읍 문막시장1길 19,220806,26373.0,,,,127.817209415213,37.307460861998
47608,16177683,리얼복싱짐,,P,스포츠,P02,실내운동시설,P02A04,복싱도장,P85611,스포츠 교육기관,42,강원도,42110,춘천시,4211070500,신사우동,4211011800.0,우두동,4211011800210670002,1,대지,1067,2.0,강원도 춘천시 우두동 1067-2,421103218039,강원도 춘천시 충열로,4,,4211011800110670002020397,,강원도 춘천시 충열로 4,200940,24231.0,,3,,127.729037447138,37.9005114290636
47893,26125451,런던스크린골프연습장,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42110,춘천시,4211070500,신사우동,4211011800.0,우두동,4211011800203850003,1,대지,385,3.0,강원도 춘천시 우두동 385-3,421104454521,강원도 춘천시 우두강둑길,23,,4211011800103850003000001,,강원도 춘천시 우두강둑길 23,200939,24229.0,,,,127.734746450878,37.8971275675365
48068,16178314,엠에프헬스클럽,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42150,강릉시,4215051000,홍제동,4215010100.0,홍제동,4215010100201250005,1,대지,125,5.0,강원도 강릉시 홍제동 125-5,421503220046,강원도 강릉시 토성로,61,,4215010100101250005003130,,강원도 강릉시 토성로 61,210948,25536.0,,,,128.884572281264,37.7510311411208
48076,27724238,원주센추리스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42130,원주시,4213032000,호저면,4213032025.0,호저면,4213032025204950001,1,대지,495,1.0,강원도 원주시 호저면 만종리 495-1,421303219041,강원도 원주시 호저면 원문로,484,,4213032025104950001000001,,강원도 원주시 호저면 원문로 484,220924,26349.0,,,,127.906997172414,37.3611276897539
48933,24686661,세븐버디,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42190,태백시,4219052500,황연동,4219010100.0,황지동,4219010100200050003,1,대지,5,3.0,강원도 태백시 황지동 5-3,421903000156,강원도 태백시 태백로,873,,4219010100100050003006036,,강원도 태백시 태백로 873,235800,26024.0,지,3,,128.990895474814,37.1793734574226
49316,16661300,피트니스원,포남점,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42150,강릉시,4215057200,포남2동,4215011100.0,포남동,4215011100212910003,1,대지,1291,3.0,강원도 강릉시 포남동 1291-3,421504460996,강원도 강릉시 하평1길,16,5.0,4215011100112910002022705,,강원도 강릉시 하평1길 16-5,210953,25566.0,,2,,128.911974073512,37.771122277475
49320,16665062,에스라인휘트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211070500,신사우동,4211011800.0,우두동,4211011800207420001,1,대지,742,1.0,강원도 춘천시 우두동 742-1,421103013022,강원도 춘천시 영서로,2793,,4211011800107420001000864,두미르마을,강원도 춘천시 영서로 2793,200772,24236.0,,3,,127.727463182293,37.9018863623474
49890,16665221,파온스크린골프연습장,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42210,속초시,4221057000,노학동,4221010600.0,교동,4221010600207830000,1,대지,783,,강원도 속초시 교동 783,422104469064,강원도 속초시 미시령로3337번길,7,,4221010600107830000001178,대명늘푸른아파트,강원도 속초시 미시령로3337번길 7,217755,24819.0,,,,128.570942202907,38.2053527917399
49907,16646533,가평빠지MK수상레저,,P,스포츠,P03,실외운동시설,P03A23,수상스키,R91239,기타 수상오락 서비스업,42,강원도,42110,춘천시,4211040000,남산면,4211040025.0,남산면,4211040025200390001,1,대지,39,1.0,강원도 춘천시 남산면 창촌리 39-1,421104454640,강원도 춘천시 남산면 창말길,54,14.0,4211040025100390001044550,근로자임대아파트,강원도 춘천시 남산면 창말길 54-14,200911,24465.0,나,,,127.649830260207,37.789340422426
49974,16652418,리버팰리스수상레저,,P,스포츠,P03,실외운동시설,P03A23,수상스키,R91239,기타 수상오락 서비스업,42,강원도,42110,춘천시,4211040000,남산면,4211040030.0,남산면,4211040030202860001,1,대지,286,1.0,강원도 춘천시 남산면 방하리 286-1,421103218012,강원도 춘천시 남산면 방하로,557,,4211040030102860001044698,,강원도 춘천시 남산면 방하로 557,200914,24464.0,,,,127.532895244195,37.7823483036814
51831,24491365,영골프&스크린,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42110,춘천시,4211063000,효자2동,4211011200.0,효자동,4211011200201400002,1,대지,140,2.0,강원도 춘천시 효자동 140-2,421103218047,강원도 춘천시 효자로,128,,4211011200101400002000001,,강원도 춘천시 효자로 128,200090,24334.0,2,,,127.734636648457,37.8738628008637
52200,20167480,조이그늘집,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,,,42,강원도,42110,춘천시,4211039000,동내면,4211039021.0,동내면,4211039021210900001,1,대지,1090,1.0,강원도 춘천시 동내면 거두리 1090-1,421104454695,강원도 춘천시 동내면 춘천순환로94번길,17,,4211039021110900001000002,,강원도 춘천시 동내면 춘천순환로94번길 17,200883,24402.0,,,,127.755251185132,37.8547515438474
52205,24356519,현대체육관,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211039000,동내면,4211039021.0,동내면,4211039021210620001,1,대지,1062,1.0,강원도 춘천시 동내면 거두리 1062-1,421104454518,강원도 춘천시 동내면 외솔길19번길,80,36.0,4211039021110620001000001,,강원도 춘천시 동내면 외솔길19번길 80-36,200883,24401.0,,3,,127.758763974493,37.8578313112742
52363,25066394,바디팩토리,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213066000,무실동,4213011500.0,무실동,4213011500216620002,1,대지,1662,2.0,강원도 원주시 무실동 1662-2,421303219019,강원도 원주시 만대로,158,1.0,4213011500116620002037075,,강원도 원주시 만대로 158-1,220150,26385.0,,,,127.921757524182,37.3341050132386
52548,15944243,하이랜드골프아카데미,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,,,42,강원도,42760,평창군,4276038000,대관령면,4276038024.0,대관령면,4276038024203250053,1,대지,325,53.0,강원도 평창군 대관령면 횡계리 325-53,427604484072,강원도 평창군 대관령면 눈마을길,47,,4276038024103250053012989,용평하이랜드오피스텔,강원도 평창군 대관령면 눈마을길 47,232954,25344.0,,,,128.709328524141,37.6725642695522
52715,15941529,휘트니스플러스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211064000,효자3동,4211011200.0,효자동,4211011200200170009,1,대지,17,9.0,강원도 춘천시 효자동 17-9,421104454378,강원도 춘천시 서부대성로239번길,21,,4211011200100170009024342,,강원도 춘천시 서부대성로239번길 21,200947,24289.0,,,,127.745615053293,37.8744456697226
52757,24352625,리헬스클럽,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42780,철원군,4278025600,갈말읍,4278025621.0,갈말읍,4278025621209730009,1,대지,973,9.0,강원도 철원군 갈말읍 신철원리 973-9,427803230012,강원도 철원군 갈말읍 명성로,144,,4278025621109730011033811,차고,강원도 철원군 갈말읍 명성로 144,269805,24048.0,,,,127.308341835342,38.1447351837924
52800,21734016,아사나에어로빅,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42150,강릉시,4215060000,내곡동,4215011600.0,내곡동,4215011600204610005,1,대지,461,5.0,강원도 강릉시 내곡동 461-5,421503220014,강원도 강릉시 범일로,657,,4215011600104610005003914,,강원도 강릉시 범일로 657,210926,25603.0,,,,128.883967715406,37.7450438705401
52892,26114000,동해실내골프연습장,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42170,동해시,4217051000,천곡동,4217010100.0,천곡동,4217010100210690000,1,대지,1069,,강원도 동해시 천곡동 1069,421703221040,강원도 동해시 중앙로,231,,4217010100010690000003934,금강산약국,강원도 동해시 중앙로 231,240809,25768.0,,5,,129.114105357651,37.5213870860384
53101,15908879,푸른헬스FITNESS,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,,,42,강원도,42110,춘천시,4211066000,퇴계동,4211012300.0,퇴계동,4211012300208910001,1,대지,891,1.0,강원도 춘천시 퇴계동 891-1,421103218045,강원도 춘천시 행촌로,29,,4211012300108910001000640,,강원도 춘천시 행촌로 29,200944,24441.0,,,,127.724050632412,37.8595481343702
53387,12498007,조이클럽클라이밍,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42130,원주시,4213055000,단구동,4213010700.0,단구동,4213010700216070009,1,대지,1607,9.0,강원도 원주시 단구동 1607-9,421304457092,강원도 원주시 나비허리길,33,,4213010700116070009008419,,강원도 원주시 나비허리길 33,220965,26487.0,,2,,127.957299610571,37.3246254259562
53775,20851146,OK스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42130,원주시,4213055000,단구동,4213010700.0,단구동,4213010700216070011,1,대지,1607,11.0,강원도 원주시 단구동 1607-11,421304457092,강원도 원주시 나비허리길,25,,4213010700116070011023074,,강원도 원주시 나비허리길 25,220965,26487.0,,,,127.956825552408,37.3248775663334
53861,12499188,J&C전원스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42130,원주시,4213025000,문막읍,4213025029.0,문막읍,4213025029205740001,1,대지,574,1.0,강원도 원주시 문막읍 반계리 574-1,421303219041,강원도 원주시 문막읍 원문로,2494,5.0,4213025029105740001000001,,강원도 원주시 문막읍 원문로 2494-5,220805,26361.0,,,,127.778196575965,37.2815410866828
54225,21645188,원일체육관,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100200950006,1,대지,95,6.0,강원도 태백시 황지동 95-6,421903222013,강원도 태백시 황지로,26,,4219010100100950006003880,,강원도 태백시 황지로 26,235800,26021.0,,,,128.99072551473,37.1611816153327
54238,16024454,서피비치,,P,스포츠,P03,실외운동시설,P03A23,수상스키,R91239,기타 수상오락 서비스업,42,강원도,42830,양양군,4283033000,현북면,4283033029.0,현북면,4283033029205080000,1,대지,508,,강원도 양양군 현북면 중광정리 508,428304505212,강원도 양양군 현북면 하조대해안길,119,,4283033029105080000000001,서피비치,강원도 양양군 현북면 하조대해안길 119,215833,25046.0,,,,128.717489385778,38.0277680032858
54647,12468664,팀관동,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42150,강릉시,4215060000,내곡동,4215011600.0,내곡동,4215011600204280008,1,대지,428,8.0,강원도 강릉시 내곡동 428-8,421503220014,강원도 강릉시 범일로,656,,4215011600104280008000001,,강원도 강릉시 범일로 656,210926,25604.0,,1,,128.88424728794,37.7446993844082
54938,16076961,GX짱가휘트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211031000,동면,4211031023.0,동면,4211031023210070004,1,대지,1007,4.0,강원도 춘천시 동면 장학리 1007-4,421103218037,강원도 춘천시 동면 춘천로,455,,4211031023110070004000001,,강원도 춘천시 동면 춘천로 455,200853,24209.0,,4,,127.755284332146,37.8928381187147
55888,22232724,제이제이골프스쿨,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42130,원주시,4213038000,판부면,4213038022.0,판부면,4213038022204220003,1,대지,422,3.0,강원도 원주시 판부면 서곡리 422-3,421303219011,강원도 원주시 판부면 남원로,397,,4213038022104220003006781,,강원도 원주시 판부면 남원로 397,220912,26399.0,,,,127.939203094701,37.3215447070581
56819,12147330,클론댄스,노암점,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42150,강릉시,4215061500,강남동,4215012100.0,노암동,4215012100207150014,1,대지,715,14.0,강원도 강릉시 노암동 715-14,421503220055,강원도 강릉시 강변로,262,,4215012100107150014023631,,강원도 강릉시 강변로 262,210932,25587.0,,5,,128.89731546728,37.7491237575536
56853,21633102,PGA골프연습장,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42110,춘천시,4211031000,동면,4211031022.0,동면,4211031022207760001,1,대지,776,1.0,강원도 춘천시 동면 만천리 776-1,421104454030,강원도 춘천시 동면 건일길,34,28.0,4211031022107760001047374,,강원도 춘천시 동면 건일길 34-28,200852,24214.0,,,,127.756830307815,37.8860205489213
57061,15751559,엠에스스피닝클럽,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42150,강릉시,4215057200,포남2동,4215011100.0,포남동,4215011100212900001,1,대지,1290,1.0,강원도 강릉시 포남동 1290-1,421504460996,강원도 강릉시 하평1길,8,,4215011100112900001005511,르네상스빌딩,강원도 강릉시 하평1길 8,210953,25566.0,,4,,128.911394021039,37.7710276530955
57331,22236217,횡성골프죤스크린,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42730,횡성군,4273025000,횡성읍,4273025021.0,횡성읍,4273025021206860007,1,대지,686,7.0,강원도 횡성군 횡성읍 읍상리 686-7,427303226043,강원도 횡성군 횡성읍 앞들동1로,26,,4273025021106860007000001,,강원도 횡성군 횡성읍 앞들동1로 26,225807,25230.0,,,,127.985172439992,37.4855422358311
57547,22169156,스카이골프클럽,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42110,춘천시,4211065000,석사동,4211012400.0,석사동,4211012400204320000,1,대지,432,,강원도 춘천시 석사동 432,421104454831,강원도 춘천시 후석로66번길,5,,4211012400104320000016225,,강원도 춘천시 후석로66번길 5,200934,24387.0,,,,127.744244862909,37.8597829420159
