,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
87845,28214956,속초스포츠,,P,스포츠,P02,실내운동시설,P02A14,스포츠센터,R91131,종합 스포츠시설 운영업,42,강원도,42210,속초시,4221056000,교동,4221010600.0,교동,4221010600206580025,1,대지,658,25.0,강원도 속초시 교동 658-25,422103223007,강원도 속초시 수복로,100,,4221010600106580025000001,,강원도 속초시 수복로 100,217803,24835.0,,,,128.580037891939,38.2004609916637
88190,24894909,엠에프헬스클럽,포남점,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42150,강릉시,4215057200,포남2동,4215011100.0,포남동,4215011100212910005,1,대지,1291,5.0,강원도 강릉시 포남동 1291-5,421504460997,강원도 강릉시 하평2길,11,,4215011100112910005007390,,강원도 강릉시 하평2길 11,210110,25566.0,2,4,,128.912225981152,37.77130053133
88672,24316851,조이스키린골프,,P,스포츠,P03,실외운동시설,P03A04,스키장,R91122,스키장 운영업,42,강원도,42110,춘천시,4211039000,동내면,4211039021.0,동내면,4211039021210900001,1,대지,1090,1.0,강원도 춘천시 동내면 거두리 1090-1,421104454695,강원도 춘천시 동내면 춘천순환로94번길,17,,4211039021110900001000002,,강원도 춘천시 동내면 춘천순환로94번길 17,200883,24402.0,,,,127.755251185132,37.8547515438474
88752,14086557,강남스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42110,춘천시,4211067500,강남동,4211012100.0,온의동,4211012100201300001,1,대지,130,1.0,강원도 춘천시 온의동 130-1,421104454725,강원도 춘천시 터미널길,8,4.0,4211012100101300001018979,,강원도 춘천시 터미널길 8-4,200937,24435.0,,,,127.718891531411,37.8654106493842
89029,14091052,합기도정무체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42720,홍천군,4272025000,홍천읍,4272025023.0,홍천읍,4272025023200560001,1,대지,56,1.0,강원도 홍천군 홍천읍 희망리 56-1,427203225015,강원도 홍천군 홍천읍 마지기로,34,,4272025023100540003042359,,강원도 홍천군 홍천읍 마지기로 34,250809,25133.0,,,,127.887591390308,37.6927639035247
89105,25596587,강릉클라이밍,,P,스포츠,P02,실내운동시설,P02A14,스포츠센터,,,42,강원도,42150,강릉시,4215055000,교1동,4215011000.0,교동,4215011000218890005,1,대지,1889,5.0,강원도 강릉시 교동 1889-5,421503220038,강원도 강릉시 정원로,42,,4215011000118890005025344,,강원도 강릉시 정원로 42,210100,25515.0,,3,,128.87715890158,37.762286257848
89234,14102902,브라질무술아카데미,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42110,춘천시,4211064000,효자3동,4211011200.0,효자동,4211011200200180049,1,대지,18,49.0,강원도 춘천시 효자동 18-49,421103218013,강원도 춘천시 백령로,157,1.0,4211011200100180049029038,,강원도 춘천시 백령로 157-1,200947,24290.0,,,,127.743803162419,37.8757572432492
89275,14149250,정도태권도체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42110,춘천시,4211065000,석사동,4211012400.0,석사동,4211012400207290008,1,대지,729,8.0,강원도 춘천시 석사동 729-8,421104454810,강원도 춘천시 후석로186번길,16,,4211012400107290008015138,,강원도 춘천시 후석로186번길 16,200936,24320.0,,,,127.754039001327,37.8673003826972
89603,27781894,강릉골프연습장,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42150,강릉시,4215064500,성덕동,4215012900.0,병산동,4215012900205140000,1,대지,514,,강원도 강릉시 병산동 514,421503220016,강원도 강릉시 성덕로,159,,4215012900105190004010607,,강원도 강릉시 성덕로 159,210290,25617.0,,,,128.935875531094,37.7618526219702
90607,24938520,잔디로스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42760,평창군,4276034000,봉평면,4276034026.0,봉평면,4276034026202510002,1,대지,251,2.0,강원도 평창군 봉평면 무이리 251-2,427604484135,강원도 평창군 봉평면 무이진등길,15,,4276034026102510002000001,,강원도 평창군 봉평면 무이진등길 15,232923,25306.0,,,,128.342050577191,37.6052788626854
91234,22294640,횡성군실내수영장,,P,스포츠,P03,실외운동시설,P03A11,수영장,R91133,수영장 운영업,42,강원도,42730,횡성군,4273025000,횡성읍,4273025023.0,횡성읍,4273025023201840000,1,대지,184,,강원도 횡성군 횡성읍 북천리 184,427303226022,강원도 횡성군 횡성읍 문화체육로,57,,4273025023101840000022949,횡성실내체육관,강원도 횡성군 횡성읍 문화체육로 57,225805,25216.0,,,,127.989128648124,37.4960944327655
91253,14162791,훈무합기도체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42780,철원군,4278031000,서면,4278031022.0,서면,4278031022211600005,1,대지,1160,5.0,강원도 철원군 서면 와수리 1160-5,427804490226,강원도 철원군 서면 와수로166번길,13,,4278031022111600006015589,까치다방,강원도 철원군 서면 와수로166번길 13,269841,24058.0,,,,127.439772792472,38.2381906080461
91546,22341996,썬휘트니스클럽,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100200950019,1,대지,95,19.0,강원도 태백시 황지동 95-19,421903222013,강원도 태백시 황지로,38,,4219010100100950018005674,KT태백지점,강원도 태백시 황지로 38,235800,26021.0,,,,128.991212218218,37.1622408481347
91550,23157526,점프노리,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42210,속초시,4221056000,교동,4221010600.0,교동,4221010600207810060,1,대지,781,60.0,강원도 속초시 교동 781-60,422104469065,강원도 속초시 미시령로3359번길,20,,4221010600107810060009685,,강원도 속초시 미시령로3359번길 20,217805,24820.0,,3,,128.574575703257,38.2071279946779
91816,28522258,황실헬스클럽,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211057000,근화동,4211011700.0,근화동,4211011700202640018,1,대지,264,18.0,강원도 춘천시 근화동 264-18,421103218003,강원도 춘천시 공지로,477,,4211011700102640018009863,,강원도 춘천시 공지로 477,200931,24246.0,,1,,127.714864891939,37.8750960403203
92561,15709762,스포츠명상센터,,P,스포츠,P02,실내운동시설,P02A14,스포츠센터,,,42,강원도,42110,춘천시,4211063000,효자2동,4211011200.0,효자동,4211011200207050005,1,대지,705,5.0,강원도 춘천시 효자동 705-5,421104454119,강원도 춘천시 남춘로45번길,20,1.0,4211011200107050005026392,,강원도 춘천시 남춘로45번길 20-1,200953,24372.0,,,,127.730618448276,37.8660597719511
93087,24817128,삼척파워에어로빅,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42230,삼척시,4223057000,성내동,4223010500.0,당저동,4223010500201420001,1,대지,142,1.0,강원도 삼척시 당저동 142-1,422303224029,강원도 삼척시 진주로,45,,4223010500101420001000002,가고파사진관,강원도 삼척시 진주로 45,245939,25921.0,,,,129.163597017768,37.4447627155974
93126,20781739,강릉헬스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42150,강릉시,4215064500,성덕동,4215012500.0,입암동,4215012500201130002,1,대지,113,2.0,강원도 강릉시 입암동 113-2,421503220035,강원도 강릉시 입암로,139,,4215012500101130002000001,,강원도 강릉시 입암로 139,210935,25579.0,,,,128.916838820155,37.7587856201135
93285,15728046,양덕스크린,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,,,42,강원도,42720,홍천군,4272036000,남면,4272036021.0,남면,4272036021201360024,1,대지,136,24.0,강원도 홍천군 남면 양덕원리 136-24,427203225034,강원도 홍천군 남면 양덕원로,42,9.0,4272036021101360024000001,,강원도 홍천군 남면 양덕원로 42-9,250875,25108.0,,,,127.769693451353,37.6134161522142
93648,24965875,합기도고려전통무예원,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42210,속초시,4221056000,교동,4221010600.0,교동,4221010600207810060,1,대지,781,60.0,강원도 속초시 교동 781-60,422104469065,강원도 속초시 미시령로3359번길,20,,4221010600107810060009685,,강원도 속초시 미시령로3359번길 20,217805,24820.0,402,,,128.574575703257,38.2071279946779
93848,24831620,원스크린,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100202000026,1,대지,200,26.0,강원도 태백시 황지동 200-26,421903222006,강원도 태백시 번영로,144,,4219010100102000027000001,,강원도 태백시 번영로 144,235800,26038.0,지,,,128.987060861113,37.1564273293399
94182,22260972,플레잇골프아카데미,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42110,춘천시,4211039000,동내면,4211039021.0,동내면,4211039021210600000,1,대지,1060,,강원도 춘천시 동내면 거두리 1060,421104454518,강원도 춘천시 동내면 외솔길19번길,80,10.0,4211039021110600000000001,,강원도 춘천시 동내면 외솔길19번길 80-10,200883,24401.0,,,,127.75863817344,37.8580743320651
94725,15727317,에스디케이,,P,스포츠,P01,운영관리시설,P01A99,기타운영설비,R91139,그외 기타 스포츠시설 운영업,42,강원도,42750,영월군,4275035500,한반도면,4275035525.0,한반도면,4275035525201210006,2,산,121,6.0,강원도 영월군 한반도면 쌍용리 산121-6,427504481094,강원도 영월군 한반도면 무동길,27,,4275035525201210006008628,,강원도 영월군 한반도면 무동길 27,230835,26214.0,,,,128.320662806898,37.179982925792
95728,21880736,한솔레포츠,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42780,철원군,4278025600,갈말읍,4278025624.0,갈말읍,4278025624207000003,1,대지,700,3.0,강원도 철원군 갈말읍 군탄리 700-3,427804490170,강원도 철원군 갈말읍 순담길,178,,4278025624107000003032009,한솔레포츠,강원도 철원군 갈말읍 순담길 178,269802,24032.0,,,,127.29719905754,38.1788518691891
95750,22163576,액션피트니스,,P,스포츠,P02,실내운동시설,P02A30,이종격투기,P85611,스포츠 교육기관,42,강원도,42110,춘천시,4211065000,석사동,4211012400.0,석사동,4211012400208880003,1,대지,888,3.0,강원도 춘천시 석사동 888-3,421103218041,강원도 춘천시 퇴계농공로,19,,4211012400108880003016745,,강원도 춘천시 퇴계농공로 19,200972,24415.0,,,,127.744875974402,37.8514317456747
96715,16562637,옥천체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42150,강릉시,4215054000,옥천동,4215010900.0,옥천동,4215010900201020003,1,대지,102,3.0,강원도 강릉시 옥천동 102-3,421504460700,강원도 강릉시 옥천로19번길,16,,4215010900101020003014367,,강원도 강릉시 옥천로19번길 16,210933,25554.0,,2,,128.901608087762,37.7568758262748
96827,24589813,뗏목레져,,P,스포츠,P01,운영관리시설,P01A99,기타운영설비,R91139,그외 기타 스포츠시설 운영업,42,강원도,42810,인제군,4281033000,기린면,4281033021.0,기린면,4281033021204470011,1,대지,447,11.0,강원도 인제군 기린면 현리 447-11,428103013018,강원도 인제군 기린면 내린천로,4078,7.0,4281033021004470011003458,창영빌라,강원도 인제군 기린면 내린천로 4078-7,252845,24660.0,1,,,128.319790584354,37.959937262569
96885,16612349,제이엠피트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213052000,원인동,4213010300.0,원동,4213010300201130001,1,대지,113,1.0,강원도 원주시 원동 113-1,421304457097,강원도 원주시 남산로48번길,26,,4213010300101130001018344,원동진로아파트,강원도 원주시 남산로48번길 26,220901,26439.0,101,,,127.946827839105,37.3413909224066
97271,14105727,태권도상무체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42130,원주시,4213055000,단구동,4213010700.0,단구동,4213010700201420036,1,대지,142,36.0,강원도 원주시 단구동 142-36,421303219054,강원도 원주시 치악로,1594,,4213010700101420036002349,,강원도 원주시 치악로 1594,220940,26451.0,,,,127.961350154782,37.3251945211283
97779,15735847,엠에스휘트니스클럽,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211039000,동내면,4211039021.0,동내면,4211039021207160018,1,대지,716,18.0,강원도 춘천시 동내면 거두리 716-18,421104454691,강원도 춘천시 동내면 춘천순환로116번길,13,,4211039021107160018040918,,강원도 춘천시 동내면 춘천순환로116번길 13,200883,24402.0,,,,127.757374103578,37.8554046799849
97959,24956435,핏불짐,,P,스포츠,P01,운영관리시설,P01A03,프로스포츠경기운영,R91191,스포츠 클럽 운영업,42,강원도,42110,춘천시,4211070500,신사우동,4211011800.0,우두동,4211011800210800000,1,대지,1080,,강원도 춘천시 우두동 1080,421103218039,강원도 춘천시 충열로,29,,4211011800110800000060834,롯데인벤스아파트,강원도 춘천시 충열로 29,200778,24225.0,,,,127.731413961739,37.9005168754573
98218,24467815,합기도예무관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42790,화천군,4279025000,화천읍,4279025022.0,화천읍,4279025022200620007,1,대지,62,7.0,강원도 화천군 화천읍 하리 62-7,427904493108,강원도 화천군 화천읍 중앙로5길,21,,4279025022000620007002696,"합기도예무관,(합)대백종합건설,수정건설",강원도 화천군 화천읍 중앙로5길 21,209804,24124.0,,,,127.706458365542,38.1052565173434
98567,22446712,현대골프아카데미골프샵,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42210,속초시,4221056000,교동,4221010600.0,교동,4221010600206200032,1,대지,620,32.0,강원도 속초시 교동 620-32,422103223023,강원도 속초시 미시령로,3395,,4221010600106200032002289,,강원도 속초시 미시령로 3395,217801,24815.0,,,,128.577493618516,38.2079155405337
98593,24540655,대동체육관,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42780,철원군,4278025600,갈말읍,4278025621.0,갈말읍,4278025621207100003,1,대지,710,3.0,강원도 철원군 갈말읍 신철원리 710-3,427803230015,강원도 철원군 갈말읍 삼부연로,22,1.0,4278025621107100003033110,새마을회관,강원도 철원군 갈말읍 삼부연로 22-1,269805,24049.0,,,,127.310468852791,38.1454144095162
98783,21660540,골프스토리,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42210,속초시,4221058000,조양동,4221010800.0,조양동,4221010800215070001,1,대지,1507,1.0,강원도 속초시 조양동 1507-1,422102000023,강원도 속초시 동해대로,4093,,4221010800115070001014549,,강원도 속초시 동해대로 4093,217813,24873.0,,,,128.58652456543,38.1892747523582
99106,24279627,비룡합기도체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42210,속초시,4221056000,교동,4221010600.0,교동,4221010600206190076,1,대지,619,76.0,강원도 속초시 교동 619-76,422103223023,강원도 속초시 미시령로,3389,,4221010600106190076017142,,강원도 속초시 미시령로 3389,217800,24820.0,,1,,128.576721071952,38.2069643109802
99113,27973044,일성설악콘도사계절썰매장,,P,스포츠,P03,실외운동시설,P03A17,눈썰매장,R91139,그외 기타 스포츠시설 운영업,42,강원도,42820,고성군,4282033000,토성면,4282033033.0,토성면,4282033033203310002,1,대지,331,2.0,강원도 고성군 토성면 원암리 331-2,428202234001,강원도 고성군 토성면 고성대로,47,24.0,4282033033103310002016608,,강원도 고성군 토성면 고성대로 47-24,219832,24768.0,,,,128.502131471779,38.209613504503
99866,15594552,라온레포츠,,P,스포츠,P03,실외운동시설,P03A99,기타실외운동시설,,,42,강원도,42760,평창군,4276038000,대관령면,4276038024.0,대관령면,4276038024203540000,1,대지,354,,강원도 평창군 대관령면 횡계리 354,427603228021,강원도 평창군 대관령면 올림픽로,171,,4276038024103540000010523,더릿지354,강원도 평창군 대관령면 올림픽로 171,232954,25342.0,,,,128.710426489696,37.667637955978
100438,21707053,마스터즈골프연습장,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42110,춘천시,4211067500,강남동,4211012100.0,온의동,4211012100200520007,1,대지,52,7.0,강원도 춘천시 온의동 52-7,421103013022,강원도 춘천시 영서로,2333,,4211012100100520007019111,,강원도 춘천시 영서로 2333,200937,24433.0,,,,127.716291325609,37.8677200593746
100880,27873955,공군제18전투비행단,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42150,강릉시,4215064500,성덕동,4215012800.0,학동,4215012800200150000,1,대지,15,,강원도 강릉시 학동 15,421504460771,강원도 강릉시 월호평길,117,,4215012300103110000000001,,강원도 강릉시 월호평길 117,210280,25618.0,,,,128.930913880377,37.752638452452
100931,16975138,동산스포츠,,P,스포츠,P02,실내운동시설,P02A14,스포츠센터,R91131,종합 스포츠시설 운영업,42,강원도,42130,원주시,4213051500,중앙동,4213010900.0,학성동,4213010900209040011,1,대지,904,11.0,강원도 원주시 학성동 904-11,421303219043,강원도 원주시 원일로,258,,4213010900109150003014160,,강원도 원주시 원일로 258,220963,26413.0,,2,,127.942435846423,37.3583658127692
101094,15589052,디엠휘트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42170,동해시,4217051000,천곡동,4217010100.0,천곡동,4217010100210760000,1,대지,1076,,강원도 동해시 천곡동 1076,421703221044,강원도 동해시 천곡로,68,,4217010100010760000003976,현대코아,강원도 동해시 천곡로 68,240810,25768.0,,,,129.112809793555,37.5232734659548
101481,14084751,에스복싱클럽,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100208440000,1,대지,844,,강원도 태백시 황지동 844,421904466031,강원도 태백시 대학길,80,,4219010100108440000000001,중앙하이츠,강원도 태백시 대학길 80,235721,26034.0,,,,128.976644485429,37.1614787168953
101549,24410604,DM헬스클럽,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42150,강릉시,4215054000,옥천동,4215010900.0,옥천동,4215010900202160001,1,대지,216,1.0,강원도 강릉시 옥천동 216-1,421503220023,강원도 강릉시 옥가로,43,,4215010900102160001014046,,강원도 강릉시 옥가로 43,210933,25551.0,천,3,,128.899550349612,37.760324440122
102119,21573109,강릉스킨스쿠버,,P,스포츠,P03,실외운동시설,P03A26,스킨스쿠버강습,R91239,기타 수상오락 서비스업,42,강원도,42150,강릉시,4215058000,초당동,4215011300.0,강문동,4215011300202390001,1,대지,239,1.0,강원도 강릉시 강문동 239-1,421503220043,강원도 강릉시 창해로,379,,4215011300102390001015748,,강원도 강릉시 창해로 379,210130,25467.0,,,,128.915823299184,37.7960685939504
102133,17183728,팀노마드리트릿피트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42210,속초시,4221058000,조양동,4221010800.0,조양동,4221010800215490007,1,대지,1549,7.0,강원도 속초시 조양동 1549-7,422103223018,강원도 속초시 청초호반로,66,,4221010800115490007000001,,강원도 속초시 청초호반로 66,217813,24872.0,,2,,128.587423774871,38.1903694422359
102201,24931831,렉슬휘트니스,우두점,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211070500,신사우동,4211011800.0,우두동,4211011800207110001,1,대지,711,1.0,강원도 춘천시 우두동 711-1,421103218039,강원도 춘천시 충열로,45,,4211011800107110001000001,,강원도 춘천시 충열로 45,200939,24226.0,,6,,127.733397240894,37.8992058876479
102399,3196281,코아키즈스포츠,,P,스포츠,P02,실내운동시설,P02A14,스포츠센터,R91131,종합 스포츠시설 운영업,42,강원도,42150,강릉시,4215064500,성덕동,4215012500.0,입암동,4215012500201130002,1,대지,113,2.0,강원도 강릉시 입암동 113-2,421503220035,강원도 강릉시 입암로,139,,4215012500101130002000001,,강원도 강릉시 입암로 139,210935,25579.0,,,,128.916838820155,37.7587856201135
